ordinal	original_name	original_url	final_url	http_status	disposition	source	params_json	api_url	job_count	evidence_or_error
349	PayU	https://payu.in/careers	https://careers.payu.in/PayU/go/_/514880/	200	unsupported					Reachable static page and redirects were inspected, but no live endpoint for a currently supported JobWatch ATS was discovered.
350	Pazo	https://www.gopazo.com/	https://www.gopazo.com/	200	unsupported					Reachable static page and redirects were inspected, but no live endpoint for a currently supported JobWatch ATS was discovered.
351	PeopleStrong	https://www.peoplestrong.com/careers/	https://www.peoplestrong.com/careers/	404	dead					Original/final careers URL returned HTTP 404; no live board was available for ATS discovery.
352	persistent systems	https://www.persistent.com/careers/	https://careers.persistent.com/	200	unsupported					Reachable static page and redirects were inspected, but no live endpoint for a currently supported JobWatch ATS was discovered.
353	PharmEasy	https://pharmeasy.in/careers/	https://pharmeasy.in/careers/	200	unsupported					Reachable static page and redirects were inspected, but no live endpoint for a currently supported JobWatch ATS was discovered.
354	Phillips	https://www.careers.philips.com/professional/in/en	https://www.careers.philips.com/professional/in/en	200	unsupported					Reachable static page and redirects were inspected, but no live endpoint for a currently supported JobWatch ATS was discovered.
355	Phonepe	https://www.phonepe.com/careers/	https://www.phonepe.com/careers/	200	validated_supported	greenhouse	"{""board_token"":""phonepe""}"	https://boards-api.greenhouse.io/v1/boards/phonepe/jobs?content=true	52	The current Greenhouse board and postings identify PhonePe; the public API returned HTTP 200 with 52 open jobs.
356	Playment	https://www.playment.io/careers	https://www.telusdigital.com/solutions/data-and-ai-solutions	200	dead					Playment was acquired by TELUS and the original company careers URL now redirects to TELUS AI/data services; no standalone Playment jobs board remains.
357	Planful	https://planful.com/jobs/	https://planful.com/jobs/	200	unsupported					Reachable static page and redirects were inspected, but no live endpoint for a currently supported JobWatch ATS was discovered.
358	Polygon Technology	https://polygon.technology/careers/	https://polygon.technology/careers	200	validated_supported	ashby	"{""board_name"":""polygon-labs""}"	https://api.ashbyhq.com/posting-api/job-board/polygon-labs	3	Polygon's company careers page exposes the identity-matched polygon-labs Ashby board; its public API returned HTTP 200 with 3 open jobs.
359	postman	https://www.postman.com/company/careers/	https://www.postman.com/company/careers/	200	validated_supported	greenhouse	"{""board_token"":""postman""}"	https://boards-api.greenhouse.io/v1/boards/postman/jobs?content=true	113	The current identity-matched Postman Greenhouse board was verified; its public API returned HTTP 200 with 113 open jobs.
360	Practo	https://practo.app.param.ai/jobs	https://practo.app.param.ai/jobs/	200	unsupported					Reachable static page and redirects were inspected, but no live endpoint for a currently supported JobWatch ATS was discovered.
361	priceline	https://careers.priceline.com/search	https://careers.priceline.com/search/	200	unsupported					Reachable static page and redirects were inspected, but no live endpoint for a currently supported JobWatch ATS was discovered.
362	Principal	https://www.principal.com/about-us/careers/global-jobs	https://careers.principal.com/careers-home	200	unsupported					Reachable static page and redirects were inspected, but no live endpoint for a currently supported JobWatch ATS was discovered.
363	Privado.ai	https://www.privado.ai	https://www.privado.ai/	200	unsupported					Reachable static page and redirects were inspected, but no live endpoint for a currently supported JobWatch ATS was discovered.
364	Providence Healthcare	https://www.providencehealthcare.org/careers	https://www.providencehealthcare.org/careers	200	unsupported	custom				Providence Health Care's current Canadian careers site publishes jobs on its own external-jobs routes; no supported public ATS endpoint was found.
365	Protegrity	https://jobs.lever.co/protegrity?location=Bengaluru	https://jobs.lever.co/protegrity?location=Bengaluru	404	validated_supported	ashby	"{""board_name"":""protegrity""}"	https://api.ashbyhq.com/posting-api/job-board/protegrity	12	The live Ashby board title and postings identify Protegrity; the public API returned HTTP 200 with 12 open jobs.
366	Proximity Labs	https://www.proximity.tech/careers	https://www.proximity.tech/careers	200	unsupported					Reachable static page and redirects were inspected, but no live endpoint for a currently supported JobWatch ATS was discovered.
367	Prodapt	https://www.prodapt.com/en/careers/	https://www.prodapt.com/en/careers/	404	dead					Original/final careers URL returned HTTP 404; no live board was available for ATS discovery.
368	Publicis Sapient	https://careers.publicissapient.com/	https://careers.publicissapient.com/	200	unsupported					Reachable static page and redirects were inspected, but no live endpoint for a currently supported JobWatch ATS was discovered.
369	PubMatic	https://pubmatic.com/careers/home/	https://pubmatic.com/careers/home/	200	validated_supported	greenhouse	"{""board_token"":""pubmatic""}"	https://boards-api.greenhouse.io/v1/boards/pubmatic/jobs?content=true	62	The live Greenhouse board title and postings identify PubMatic; the public API returned HTTP 200 with 62 open jobs.
370	Qualcomm	https://www.qualcomm.com/company/careers	https://qualcomm.wd12.myworkdayjobs.com/External	200	manual_review	workday	"{""host"":""qualcomm.wd12.myworkdayjobs.com"",""tenant"":""qualcomm"",""site"":""External""}"	https://qualcomm.wd12.myworkdayjobs.com/wday/cxs/qualcomm/External/jobs	0	Current Qualcomm job pages are on the identity-matched Workday tenant, but its list API returned HTTP 200 with total 0 despite indexed detail pages; integration should wait for a consistent live list.
371	Quantiphi	https://quantiphi.com/careers/	https://quantiphi.com/careers/	200	validated_supported	workday	"{""host"":""quantiphi.wd1.myworkdayjobs.com"",""tenant"":""quantiphi"",""site"":""Careers_at_Quantiphi""}"	https://quantiphi.wd1.myworkdayjobs.com/wday/cxs/quantiphi/Careers_at_Quantiphi/jobs	93	Quantiphi's current careers page exposes this Workday tenant/site; the list API returned HTTP 200 with 93 open jobs.
372	QuickSell	https://www.linkedin.com/company/quicksell/jobs/	https://in.linkedin.com/company/doubletickcx	200	unsupported					Reachable static page and redirects were inspected, but no live endpoint for a currently supported JobWatch ATS was discovered.
373	Quora	https://www.quora.com/careers	https://careers.quora.com/	200	validated_supported	ashby	"{""board_name"":""quora""}"	https://api.ashbyhq.com/posting-api/job-board/quora	4	The official Quora careers page links to jobs.ashbyhq.com/quora; the public Ashby API returned HTTP 200 with 4 open jobs.
374	Ramp	https://ramp.com/careers	https://ramp.com/careers	200	validated_supported	ashby	"{""board_name"":""ramp""}"	https://api.ashbyhq.com/posting-api/job-board/ramp	126	Ramp's current company careers flow uses the identity-matched Ashby board; the public API returned HTTP 200 with 126 open jobs.
375	Razorpay	https://razorpay.com/jobs/	https://razorpay.com/careers/	200	validated_supported	greenhouse	"{""board_token"":""razorpaysoftwareprivatelimited""}"	https://boards-api.greenhouse.io/v1/boards/razorpaysoftwareprivatelimited/jobs?content=true	22	The live Greenhouse board is titled Razorpay Software Private Limited; the public API returned HTTP 200 with 22 open jobs.
376	Red hat	https://www.redhat.com/en/jobs	https://www.redhat.com/en/jobs	200	duplicate	workday	"{""host"":""redhat.wd5.myworkdayjobs.com"",""tenant"":""redhat"",""site"":""jobs""}"	https://redhat.wd5.myworkdayjobs.com/wday/cxs/redhat/jobs/jobs	240	Already configured in Jobwatch as the exact Workday identity redhat.wd5/redhat/jobs.
377	Reelo	https://angel.co/company/reelohq	https://wellfound.com/company/reelohq	200	unsupported	wellfound				The supplied AngelList URL redirects to Reelo's Wellfound profile. Wellfound is not a JobWatch-supported ATS.
378	Reprise	https://www.getreprise.com/careers/	https://www.reprise.com/careers	200	validated_supported	ashby	"{""board_name"":""reprise""}"	https://api.ashbyhq.com/posting-api/job-board/reprise	1	The Reprise company careers page exposes the identity-matched Ashby board; the public API returned HTTP 200 with 1 open job.
379	Rippling	https://www.rippling.com/careers	https://www.rippling.com/careers	200	unsupported					Reachable static page and redirects were inspected, but no live endpoint for a currently supported JobWatch ATS was discovered.
380	Rivigo	https://www.rivigo.com/careers/	https://www.rivigo.com/careers/	000	dead					The Rivigo careers domain fails TLS validation and no current standalone company jobs board was discoverable after its acquisition by Mahindra Logistics.
381	Rocket Companies	https://www.myrocketcareer.com/	https://rocket.com/careers	200	unsupported					Reachable static page and redirects were inspected, but no live endpoint for a currently supported JobWatch ATS was discovered.
382	Rockstar Games	https://www.rockstargames.com/careers/	https://www.rockstargames.com/careers/	200	validated_supported	greenhouse	"{""board_token"":""rockstargames""}"	https://boards-api.greenhouse.io/v1/boards/rockstargames/jobs?content=true	78	The current identity-matched Rockstar Games Greenhouse board was verified; its public API returned HTTP 200 with 78 open jobs.
383	Rubrik	https://www.rubrik.com/company/careers	https://www.rubrik.com/company/careers	200	validated_supported	greenhouse	"{""board_token"":""rubrik""}"	https://boards-api.greenhouse.io/v1/boards/rubrik/jobs?content=true	104	Rubrik's current careers presence and live identity-matched Greenhouse board were verified; the public API returned HTTP 200 with 104 open jobs.
384	Roku	https://www.weareroku.com/jobs/search	https://www.weareroku.com/jobs/search	200	validated_supported	greenhouse	"{""board_token"":""roku""}"	https://boards-api.greenhouse.io/v1/boards/roku/jobs?content=true	239	The live Greenhouse board is titled Roku Jobs; its public API returned HTTP 200 with 239 open jobs.
385	Saavan	https://www.jiosaavn.com/corporate/jobs	https://www.jiosaavn.com/corporate/jobs	200	unsupported					Reachable static page and redirects were inspected, but no live endpoint for a currently supported JobWatch ATS was discovered.
386	Sabre corporation	https://www.sabre.com/careers/	https://www.sabre.com/careers/	200	validated_supported	workday	"{""host"":""sabre.wd1.myworkdayjobs.com"",""tenant"":""sabre"",""site"":""SabreJobs""}"	https://sabre.wd1.myworkdayjobs.com/wday/cxs/sabre/SabreJobs/jobs	123	Sabre's current careers site exposes this Workday tenant/site; the list API returned HTTP 200 with 123 open jobs.
387	SalaryBox	https://www.salarybox.in/careers	https://salarybox.in/careers/	200	unsupported					Reachable static page and redirects were inspected, but no live endpoint for a currently supported JobWatch ATS was discovered.
388	Salesforce	https://www.salesforce.com/company/careers/	https://www.salesforce.com/company/careers/?bc=OTH	200	unsupported					Reachable static page and redirects were inspected, but no live endpoint for a currently supported JobWatch ATS was discovered.
389	Samsung	https://www.samsung.com/in/about-us/careers/	https://www.samsung.com/in/about-us/careers/	200	unsupported					Reachable static page and redirects were inspected, but no live endpoint for a currently supported JobWatch ATS was discovered.
390	SAP	https://jobs.sap.com/	https://jobs.sap.com/	200	unsupported					Reachable static page and redirects were inspected, but no live endpoint for a currently supported JobWatch ATS was discovered.
391	Schneider Electric	https://www.se.com/in/en/about-us/careers/overview.jsp	https://www.se.com/in/en/about-us/careers/overview.jsp	200	unsupported	custom				Schneider Electric's current careers/search experience was reachable, but it did not expose a JobWatch-supported public ATS endpoint.
392	SearchApi	https://www.searchapi.io/careers	https://www.searchapi.io/careers	200	validated_supported	ashby	"{""board_name"":""SearchApi""}"	https://api.ashbyhq.com/posting-api/job-board/SearchApi	12	SearchApi's company careers page exposes its identity-matched Ashby board; the public API returned HTTP 200 with 12 open jobs.
393	SendinBlue	https://jobs.sendinblue.com/en	https://www.brevo.com/careers/	200	unsupported					Reachable static page and redirects were inspected, but no live endpoint for a currently supported JobWatch ATS was discovered.
394	SerpApi	https://serpapi.com/team	https://serpapi.com/team	200	unsupported					Reachable static page and redirects were inspected, but no live endpoint for a currently supported JobWatch ATS was discovered.
395	ServiceNow	https://www.servicenow.com/careers.html	https://www.servicenow.com/careers.html	000	validated_supported	smartrecruiters	"{""company_id"":""ServiceNow""}"	https://api.smartrecruiters.com/v1/companies/ServiceNow/postings?limit=100&offset=0	412	ServiceNow's official careers presence maps to the identity-matched SmartRecruiters company page; paginated public API results reported 412 open jobs.
396	Shaadi.com	https://www.naukri.com/	https://www.naukri.com/	200	unsupported					Reachable static page and redirects were inspected, but no live endpoint for a currently supported JobWatch ATS was discovered.
397	ShareChat	https://sharechat.com/careers	https://sharechat.com/careers	200	unsupported					Reachable static page and redirects were inspected, but no live endpoint for a currently supported JobWatch ATS was discovered.
398	Shell	https://www.shell.com/careers.html	https://www.shell.com/careers.html	200	unsupported					Reachable static page and redirects were inspected, but no live endpoint for a currently supported JobWatch ATS was discovered.
399	Shiprocket	https://careers.shiprocket.in/	https://careers.shiprocket.in/	200	unsupported					Reachable static page and redirects were inspected, but no live endpoint for a currently supported JobWatch ATS was discovered.
400	Shipsy	https://shipsy.io/career/	https://careers.smartrecruiters.com/Shipsy	200	validated_supported	smartrecruiters	"{""company_id"":""Shipsy""}"	https://api.smartrecruiters.com/v1/companies/Shipsy/postings?limit=100&offset=0	5	The SmartRecruiters company page and postings identify Shipsy; the public API returned HTTP 200 with 5 open jobs.
401	Shopee	https://careers.shopee.sg/	https://careers.shopee.sg/	200	unsupported					Reachable static page and redirects were inspected, but no live endpoint for a currently supported JobWatch ATS was discovered.
402	Shopify	https://www.shopify.com/careers	https://www.shopify.com/careers	200	unsupported					Reachable static page and redirects were inspected, but no live endpoint for a currently supported JobWatch ATS was discovered.
403	Siemens	https://new.siemens.com/global/en/company/jobs/our-locations/india.html	https://www.siemens.com/en-us/company/jobs/	200	unsupported					Reachable static page and redirects were inspected, but no live endpoint for a currently supported JobWatch ATS was discovered.
404	Siemens Healthineers	https://www.siemens-healthineers.com/en-in/careers	https://www.siemens-healthineers.com/en-in/careers	200	unsupported					Reachable static page and redirects were inspected, but no live endpoint for a currently supported JobWatch ATS was discovered.
405	Sigmoid	https://www.sigmoid.com/careers/	https://www.sigmoid.com/careers/	200	validated_supported	greenhouse	"{""board_token"":""sigmoid""}"	https://boards-api.greenhouse.io/v1/boards/sigmoid/jobs?content=true	43	The live Greenhouse board title and postings identify Sigmoid; the public API returned HTTP 200 with 43 open jobs.
406	SkillVertex	https://www.linkedin.com/jobs/search/?f_C=75860188&geoId=92000000	https://www.linkedin.com/jobs/search/?f_C=75860188&geoId=92000000	200	unsupported					Reachable static page and redirects were inspected, but no live endpoint for a currently supported JobWatch ATS was discovered.
407	Skyroot Aerospace	https://skyroot.in/join/	https://www.skyroot.in/join	404	dead					Original/final careers URL returned HTTP 404; no live board was available for ATS discovery.
408	Sling Media	https://www.linkedin.com/jobs/sling-media-jobs/?originalSubdomain=in	https://www.linkedin.com/jobs/sling-media-jobs/?originalSubdomain=in	200	unsupported					Reachable static page and redirects were inspected, but no live endpoint for a currently supported JobWatch ATS was discovered.
409	Smith Detection	https://www.smithsdetection.com/careers/	https://www.smithsdetection.com/careers/	200	unsupported					Reachable static page and redirects were inspected, but no live endpoint for a currently supported JobWatch ATS was discovered.
410	Sony	https://www.sonyjobs.com/careers.html	https://sonyglobal.wd1.myworkdayjobs.com/SonyGlobalCareers	200	validated_supported	workday	"{""host"":""sonyglobal.wd1.myworkdayjobs.com"",""tenant"":""sonyglobal"",""site"":""SonyGlobalCareers""}"	https://sonyglobal.wd1.myworkdayjobs.com/wday/cxs/sonyglobal/SonyGlobalCareers/jobs	99	Current Sony global job pages use this identity-matched Workday tenant/site; the list API returned HTTP 200 with 99 open jobs.
411	Spinny	https://spinny.freshteam.com/jobs	https://spinny.freshteam.com/jobs	200	unsupported					Reachable static page and redirects were inspected, but no live endpoint for a currently supported JobWatch ATS was discovered.
412	Sprinklr	https://www.sprinklr.com/careers/	https://www.sprinklr.com/careers/	200	validated_supported	workday	"{""host"":""sprinklr.wd1.myworkdayjobs.com"",""tenant"":""sprinklr"",""site"":""careers""}"	https://sprinklr.wd1.myworkdayjobs.com/wday/cxs/sprinklr/careers/jobs	86	Sprinklr's current careers page exposes this Workday tenant/site; the list API returned HTTP 200 with 86 open jobs.
413	Squadstack	https://www.squadstack.com/careers/	https://www.squadstack.ai/careers	200	unsupported					Reachable static page and redirects were inspected, but no live endpoint for a currently supported JobWatch ATS was discovered.
414	Stripe	https://stripe.com/in/jobs	https://stripe.com/in/jobs	200	validated_supported	greenhouse	"{""board_token"":""stripe""}"	https://boards-api.greenhouse.io/v1/boards/stripe/jobs?content=true	526	The live Greenhouse board is titled Stripe Jobs; its public API returned HTTP 200 with 526 open jobs.
415	Sureify	https://sureify.com/careers/	https://sureify.com/careers/	403	validated_supported	greenhouse	"{""board_token"":""sureify""}"	https://boards-api.greenhouse.io/v1/boards/sureify/jobs?content=true	4	Sureify's current company pages and the identity-matched Greenhouse board show the same openings; the public API returned HTTP 200 with 4 open jobs.
416	Swiggy	https://careers.swiggy.com/	https://careers.swiggy.com/	200	validated_supported	smartrecruiters	"{""company_id"":""Swiggy""}"	https://api.smartrecruiters.com/v1/companies/Swiggy/postings?limit=100&offset=0	2	The live SmartRecruiters company page and postings identify Swiggy; the public API returned HTTP 200 with 2 current open jobs.
417	Synopsys	https://www.synopsys.com/careers.html	https://careers.synopsys.com/	200	unsupported					Reachable static page and redirects were inspected, but no live endpoint for a currently supported JobWatch ATS was discovered.
418	Target	https://corporate.target.com/careers	https://corporate.target.com/careers	200	validated_supported	workday	"{""host"":""target.wd5.myworkdayjobs.com"",""tenant"":""target"",""site"":""targetcareers""}"	https://target.wd5.myworkdayjobs.com/wday/cxs/target/targetcareers/jobs	2000	Target's current careers site exposes this Workday tenant/site; the list API returned HTTP 200 and its capped total of 2000 open jobs.
419	TATA Advanced Sysytems Ltd	https://www.tataadvancedsystems.com/careers.php	https://www.tataadvancedsystems.com/careers.php	404	dead					Original/final careers URL returned HTTP 404; no live board was available for ATS discovery.
420	TATA nexarc	https://www.tatanexarc.com/careers/	https://www.tatanexarc.com/careers/	200	unsupported					Reachable static page and redirects were inspected, but no live endpoint for a currently supported JobWatch ATS was discovered.
421	TE Connectivity	https://careers.te.com/	https://careers.te.com/	200	unsupported					Reachable static page and redirects were inspected, but no live endpoint for a currently supported JobWatch ATS was discovered.
422	TEK Systems	https://www.teksystems.com/en-in/careers	https://www.teksystems.com/en-in/careers	200	unsupported					Reachable static page and redirects were inspected, but no live endpoint for a currently supported JobWatch ATS was discovered.
423	Tekion corp	https://tekion.com/careers	https://tekion.com/careers	200	unsupported					Reachable static page and redirects were inspected, but no live endpoint for a currently supported JobWatch ATS was discovered.
424	Tencent	https://careers.tencent.com/en-us/search.html?query=ot_40001001,ot_40001002,ot_40001003,ot_40001004,ot_40001005,ot_40001006	https://careers.tencent.com/en-us/search.html?query=ot_40001001,ot_40001002,ot_40001003,ot_40001004,ot_40001005,ot_40001006	200	unsupported					Reachable static page and redirects were inspected, but no live endpoint for a currently supported JobWatch ATS was discovered.
425	Tesla	https://www.tesla.com/careers	https://www.tesla.com/careers	200	unsupported	custom				Tesla's current careers site uses Tesla's proprietary job-search and application experience, not a supported public ATS endpoint.
426	TestingBot	https://testingbot.com/careers	https://testingbot.com/careers	200	unsupported					Reachable static page and redirects were inspected, but no live endpoint for a currently supported JobWatch ATS was discovered.
427	Teradata	https://careers.teradata.com/	https://careers.teradata.com/jobs	200	unsupported					Reachable static page and redirects were inspected, but no live endpoint for a currently supported JobWatch ATS was discovered.
428	Texas Instruments	https://careers.ti.com/	https://careers.ti.com/en/sites/CX	200	unsupported					Reachable static page and redirects were inspected, but no live endpoint for a currently supported JobWatch ATS was discovered.
429	TSMC	https://www.tsmc.com/static/english/careers/index.htm	https://careers.tsmc.com/en_US/careers/SearchJobs	200	unsupported	oracle				TSMC's current careers portal lists jobs through an Oracle-hosted/custom careers experience; it is not a JobWatch-supported ATS.
430	ThoughtSpot	https://www.thoughtspot.com/careers-listing	https://thoughtspot.wd5.myworkdayjobs.com/careers	200	manual_review	workday	"{""host"":""thoughtspot.wd5.myworkdayjobs.com"",""tenant"":""thoughtspot"",""site"":""careers""}"	https://thoughtspot.wd5.myworkdayjobs.com/wday/cxs/thoughtspot/careers/jobs	0	The Workday tenant/site is identity-matched to ThoughtSpot, but its current list API returned HTTP 200 with total 0, leaving no live posting to validate.
431	ThoughtWorks	https://www.thoughtworks.com/careers/jobs	https://www.thoughtworks.com/careers/jobs	200	validated_supported	greenhouse	"{""board_token"":""thoughtworks""}"	https://boards-api.greenhouse.io/v1/boards/thoughtworks/jobs?content=true	58	The live Greenhouse board title and postings identify Thoughtworks; the public API returned HTTP 200 with 58 open jobs.
432	Topcoder	https://www.topcoder.com/company/jobs/	https://www.topcoder.com/company/jobs	404	dead					Original/final careers URL returned HTTP 404; no live board was available for ATS discovery.
433	Toptal	https://www.toptal.com/careers	https://www.toptal.com/careers	403	duplicate	lever	"{""site"":""toptal""}"	https://api.lever.co/v0/postings/toptal?mode=json	18	Already configured in Jobwatch as the exact Lever site toptal.
434	tower research capital	https://www.tower-research.com/positions	https://job-boards.greenhouse.io/towerresearchcapital	200	validated_supported	greenhouse	"{""board_token"":""towerresearchcapital""}"	https://boards-api.greenhouse.io/v1/boards/towerresearchcapital/jobs?content=true	78	The live Greenhouse board title and postings identify Tower Research Capital; the public API returned HTTP 200 with 78 open jobs.
435	Treebo Hotels	https://www.linkedin.com/company/treebohotels/jobs/	https://www.linkedin.com/company/treebohotels/jobs/	200	unsupported					Reachable static page and redirects were inspected, but no live endpoint for a currently supported JobWatch ATS was discovered.
436	Turvo	https://turvo.com/careers/	https://turvo.com/careers/	200	validated_supported	lever	"{""site"":""turvo""}"	https://api.lever.co/v0/postings/turvo?mode=json	2	The live Lever board and postings identify Turvo; the public API returned HTTP 200 with 2 open jobs.
437	Twilio	https://www.twilio.com/company/jobs	https://jobs.twilio.com/careers	200	validated_supported	greenhouse	"{""board_token"":""twilio""}"	https://boards-api.greenhouse.io/v1/boards/twilio/jobs?content=true	163	The live Greenhouse board title and postings identify Twilio; the public API returned HTTP 200 with 163 open jobs.
438	Twitter	https://careers.twitter.com/	https://x.ai/careers	200	validated_supported	greenhouse	"{""board_token"":""xai""}"	https://boards-api.greenhouse.io/v1/boards/xai/jobs?content=true	217	The supplied Twitter careers URL now redirects to the official xAI careers page, which links the identity-matched xAI Greenhouse board; the public API returned HTTP 200 with 217 open jobs.
439	Uber	https://www.uber.com/us/en/careers/	https://www.uber.com/us/en/careers/	200	unsupported	custom				Uber's current careers site uses its proprietary job-search experience. The similarly named SmartRecruiters result was an old test posting and was rejected.
440	Ubisoft	https://www.ubisoft.com/en-us/company/careers	https://www.ubisoft.com/en-us/company/careers	200	unsupported					Reachable static page and redirects were inspected, but no live endpoint for a currently supported JobWatch ATS was discovered.
441	Udaan	https://careers.udaan.com/	https://careers.udaan.com/	000	dead					The Udaan careers subdomain times out and no current official company jobs board was discoverable.
442	Ultimate Kronos Group	https://careers.ukg.com/	https://apply.ukg.com/careers	200	unsupported					Reachable static page and redirects were inspected, but no live endpoint for a currently supported JobWatch ATS was discovered.
443	unacadamy	https://unacademy.com/careers	https://unacademy.com/careers	200	unsupported					Reachable static page and redirects were inspected, but no live endpoint for a currently supported JobWatch ATS was discovered.
444	Unicommerce	https://unicommerce.com/careers/	https://services.unicommerce.com/aboutus/careers	200	unsupported	trakstar				Unicommerce's current careers page sends applicants to unicommerce.hire.trakstar.com; Trakstar is not a JobWatch-supported ATS.
445	Unisys	https://jobs.unisys.com/us/en	https://www.unisys.com/careers/	200	validated_supported	workday	"{""host"":""unisys.wd5.myworkdayjobs.com"",""tenant"":""unisys"",""site"":""External""}"	https://unisys.wd5.myworkdayjobs.com/wday/cxs/unisys/External/jobs	407	Unisys's current careers site exposes this Workday tenant/site; the list API returned HTTP 200 with 407 open jobs.
446	Upgrad	https://www.upgrad.com/us/careers/	https://www.upgrad.com/	200	unsupported					Reachable static page and redirects were inspected, but no live endpoint for a currently supported JobWatch ATS was discovered.
447	Upstox	https://jobs.lever.co/upstox	https://jobs.lever.co/upstox	404	dead	lever	"{""site"":""upstox""}"	https://api.lever.co/v0/postings/upstox?mode=json	0	Original direct Lever board and public API both returned HTTP 404; the source link is stale.
448	Upwork	https://www.upwork.com/careers	https://www.upwork.com/careers	200	duplicate	greenhouse	"{""board_token"":""upwork""}"	https://boards-api.greenhouse.io/v1/boards/upwork/jobs?content=true	11	Already configured in Jobwatch as the exact Greenhouse board upwork.
449	Urban company	https://careers.urbancompany.com/	https://careers.urbancompany.com/	200	unsupported					Reachable static page and redirects were inspected, but no live endpoint for a currently supported JobWatch ATS was discovered.
450	Valuefy	https://valuefy-solutions.breezy.hr/	https://breezy.hr/	403	dead	breezy				The supplied Valuefy Breezy board now redirects to Breezy's generic site, and no current Valuefy careers board was discoverable.
451	Viasat	https://careers.viasat.com/	https://careers.viasat.com/	200	unsupported					Reachable static page and redirects were inspected, but no live endpoint for a currently supported JobWatch ATS was discovered.
452	Vicara	https://vicara.ch/careers/	https://vicara.ch/careers/	000	manual_review					Vicara's supplied domain has a certificate-name mismatch and no current identity-safe company careers board was discoverable; manual confirmation is required.
453	Visa	https://www.visa.co.in/careers.html	https://www.visa.co.in/careers.html	200	validated_supported	multiple	"[{""source"":""workday"",""host"":""visa.wd5.myworkdayjobs.com"",""tenant"":""visa"",""site"":""Visa""},{""source"":""smartrecruiters"",""company_id"":""Visa""}]"	"[""https://visa.wd5.myworkdayjobs.com/wday/cxs/visa/Visa/jobs"",""https://api.smartrecruiters.com/v1/companies/Visa/postings?limit=100&offset=0""]"	907	Visa's current careers presence exposes two identity-matched supported boards: Workday returned 905 open jobs and SmartRecruiters returned 2 (907 total).
454	Vmware	https://careers.vmware.com/main/	https://careers.vmware.com/main/	000	dead					VMware's former careers host is unreachable after the Broadcom acquisition; current successor listings use Broadcom/DirectEmployers rather than a standalone VMware board.
455	Vogo	https://vogo.in/careers/	https://vogo.in/careers/	000	dead					The Indian Vogo domain has a certificate mismatch and no current official board. The live Lever board named vogo belongs to unrelated US travel company Vogo.com and was explicitly rejected.
456	Walmart	https://careers.walmart.com/technology	https://careers.walmart.com/us/en/home/careers-areas/technology	200	unsupported					Reachable static page and redirects were inspected, but no live endpoint for a currently supported JobWatch ATS was discovered.
457	Warner Bros.	https://warnermediacareers.com/warner-bros-jobs	https://careers.wbd.com/	200	duplicate	workday	"{""host"":""warnerbros.wd5.myworkdayjobs.com"",""tenant"":""warnerbros"",""site"":""global""}"	https://warnerbros.wd5.myworkdayjobs.com/wday/cxs/warnerbros/global/jobs	447	Same Warner Bros. Discovery Workday board as ordinal 151; canonical board imported once.
458	Wells Fargo	https://www.wellsfargo.com/about/careers/	https://www.wellsfargo.com/about/careers/	200	unsupported					Reachable static page and redirects were inspected, but no live endpoint for a currently supported JobWatch ATS was discovered.
459	Western Digital	https://jobs.westerndigital.com/	https://www.westerndigital.com/careers	200	validated_supported	smartrecruiters	"{""company_id"":""WesternDigital""}"	https://api.smartrecruiters.com/v1/companies/WesternDigital/postings?limit=100&offset=0	283	The current SmartRecruiters company page and postings identify Western Digital; its public API reported 283 open jobs.
460	Whatfix	https://whatfix.com/careers/	https://whatfix.com/careers/	200	unsupported					Reachable static page and redirects were inspected, but no live endpoint for a currently supported JobWatch ATS was discovered.
461	Wooqer	https://wooqer.com/careers/	https://wooqer.com/careers/	200	unsupported					Reachable static page and redirects were inspected, but no live endpoint for a currently supported JobWatch ATS was discovered.
462	worldQuant	https://www.worldquant.com/careers/	https://www.worldquant.com/careers/	200	validated_supported	greenhouse	"{""board_token"":""worldquant""}"	https://boards-api.greenhouse.io/v1/boards/worldquant/jobs?content=true	100	The live Greenhouse board title and postings identify WorldQuant; the public API returned HTTP 200 with 100 open jobs.
463	Xiaomi	https://xiaomi.app.param.ai/jobs/	https://xiaomi.app.param.ai/jobs/	200	unsupported					Reachable static page and redirects were inspected, but no live endpoint for a currently supported JobWatch ATS was discovered.
464	Xicom Technologies	https://www.xicom.biz/careers/	https://www.xicom.biz/careers/	200	unsupported					Reachable static page and redirects were inspected, but no live endpoint for a currently supported JobWatch ATS was discovered.
465	Yahoo	https://research.yahoo.com/careers	https://search.yahoo.com/	200	unsupported					Reachable static page and redirects were inspected, but no live endpoint for a currently supported JobWatch ATS was discovered.
466	yellow.ai	https://yellow.ai/career	https://yellow.ai/career/	200	unsupported					Reachable static page and redirects were inspected, but no live endpoint for a currently supported JobWatch ATS was discovered.
467	yugabyte	https://www.yugabyte.com/careers/	https://www.yugabyte.com/careers/	200	validated_supported	greenhouse	"{""board_token"":""yugabyte""}"	https://boards-api.greenhouse.io/v1/boards/yugabyte/jobs?content=true	21	Yugabyte's current careers page exposes the identity-matched Greenhouse board; its public API returned HTTP 200 with 21 open jobs.
468	Yulu Bikes	https://www.yulu.bike/careers/	https://www.yulu.bike/careers/	200	unsupported					Reachable static page and redirects were inspected, but no live endpoint for a currently supported JobWatch ATS was discovered.
